3.5	0	0	0
11.5	0	0	0
19.5	0.2	0	0.2
27.5	0.6	0	0.34642
35.5	0.2	0	0.2
43.5	0	0	0
51.5	0	0	0
59.5	0	0	0
67.5	0	0	0
75.5	0	0	0
83.5	0	0	0
91.5	0	0	0
99.5	0	0	0
107.5	0	0	0
115.5	0	0	0
123.5	0	0	0
131.5	0	0	0
139.5	0	0	0
147.5	0	0	0
155.5	0	0	0
163.5	0	0	0
171.5	0	0	0
179.5	0	0	0
187.5	0	0	0
195.5	0	0	0
203.5	0	0	0
211.5	0	0	0
219.5	0	0	0
227.5	0	0	0
235.5	0	0	0
243.5	0	0	0
251.5	0	0	0
259.5	0	0	0
267.5	0	0	0
275.5	0	0	0
283.5	0	0	0
291.5	0	0	0
299.5	0	0	0
307.5	0	0	0
315.5	0	0	0
323.5	0	0	0
331.5	0	0	0
339.5	0	0	0
347.5	0	0	0
355.5	0	0	0
363.5	0	0	0
371.5	0	0	0
379.5	0	0	0
387.5	0	0	0
395.5	0	0	0
403.5	0	0	0
411.5	0	0	0
419.5	0	0	0
427.5	0	0	0
435.5	0	0	0
443.5	0	0	0
451.5	0	0	0
459.5	0	0	0
467.5	0	0	0
475.5	0	0	0
483.5	0	0	0
491.5	0	0	0
499.5	0	0	0
507.5	0	0	0
515.5	0	0	0
523.5	0	0	0
531.5	0	0	0
539.5	0	0	0
547.5	0	0	0
555.5	0	0	0
563.5	0	0	0
571.5	0	0	0
579.5	0	0	0
587.5	0	0	0
595.5	0	0	0
603.5	0	0	0
611.5	0	0	0
619.5	0	0	0
627.5	0	0	0
635.5	0	0	0
643.5	0	0	0
651.5	0	0	0
659.5	0	0	0
667.5	0	0	0
675.5	0	0	0
683.5	0	0	0
691.5	0	0	0
699.5	0	0	0
707.5	0	0	0
715.5	0	0	0
723.5	0	0	0
731.5	0	0	0
739.5	0	0	0
747.5	0	0	0
755.5	0	0	0
763.5	0	0	0
771.5	0	0	0
779.5	0	0	0
787.5	0	0	0
795.5	0	0	0
